2018HU1296546,1
2018HU0797135,1
2018GQ0056212,1
2018HU0143803,1
2018HU1199963,1
2018HU0474613,1
2018HU1053291,1
2018HU1256208,1
2018HU0144706,1
2018HU0492679,1
2018HU1116423,1
2018HU0906960,1
2018HU0532834,1
2018HU1033543,1
2018HU0730618,1
2018HU1003588,1
2018HU0421206,1
2018HU1192034,1
2018HU0262178,1
2018GQ0031125,1
2018GQ0096529,1
2018HU1129697,1
2018HU0717151,1
2018HU1163339,1
2018HU0550043,1
2018HU1057836,1
2018GQ0027960,1
2018HU1179721,1
2018HU0590816,1
2018HU0911170,1
2018HU0049108,1
2018HU0404286,1
2018GQ0127354,1
2018HU0183370,1
2018HU0919538,1
2018HU0257372,1
2018GQ0014211,1
2018HU1139132,1
2018HU0291816,1
2018HU1015873,1
2018HU0650846,1
2018GQ0044715,1
2018HU0024789,1
2018HU1257258,1
2018HU0661597,1
2018HU0176459,1
2018HU1226819,1
2018HU0226686,1
2018HU0304043,1
2018HU0511216,1
2018HU1103119,1
2018HU0796769,1
2018HU0876704,1
2018HU1169586,1
2018HU0439186,1
2018HU1335220,1
2018HU0760418,1
2018HU0385625,1
2018GQ0000488,1
2018HU0952976,1
2018HU0815906,1
2018HU1161940,1
2018GQ0024726,1
2018HU0236846,1
2018HU0540338,1
2018HU0916744,1
2018HU0793328,1
2018HU0255216,1
2018HU0144706,1
2018HU0430162,1
2018HU0631958,1
2018GQ0053185,1
2018HU0163561,1
2018HU0033083,1
2018HU0874740,1
2018HU0566152,1
2018HU0186398,1
2018HU0244473,1
2018HU0839853,1
2018HU0781647,1
2018HU1281423,1
2018HU1201520,1
2018HU0633550,1
2018HU0850541,1
2018GQ0015983,1
2018GQ0001712,1
2018HU0926834,1
2018HU0508281,1
2018HU0405137,1
2018HU0051810,1
2018HU1192936,1
2018HU0660108,1
2018HU1303047,1
2018HU1017729,1
2018HU0748447,1
2018HU0710898,1
2018HU0581313,1
2018HU0676842,1
2018HU1009288,1
2018HU0362666,1
2018HU1007004,1
2018HU1311869,1
2018HU0545178,1
2018HU0910101,1
2018HU0616855,1
2018HU1084668,1
2018HU1108324,1
2018HU1375554,1
2018HU1210480,1
2018HU0730856,1
2018HU0657843,1
2018HU0969150,1
2018HU0815804,1
2018HU0182234,1
2018HU1250886,1
2018HU0112432,1
2018HU0701353,1
2018GQ0137306,1
2018HU0073261,1
2018HU0712576,1
2018HU1089955,1
2018GQ0058626,1
2018HU1373305,1
2018HU1228186,1
2018HU0924687,1
2018HU0973719,1
2018HU1167677,1
2018HU0557168,1
2018GQ0124050,1
2018HU1273949,1
2018HU0646701,1
2018HU1187841,1
2018HU0095306,1
2018HU0341909,1
2018HU0227495,1
2018GQ0103300,1
2018HU1142313,1
2018HU0198057,1
2018HU0052739,1
2018GQ0105176,1
2018HU0457295,1
2018HU0544293,1
2018HU0006281,1
2018HU0376023,1
2018HU0104235,1
2018HU0519676,1
2018HU1346725,1
2018HU1173141,1
2018HU0142442,1
2018HU1392251,1
2018HU0587305,1
2018HU0057622,1
2018GQ0115113,1
2018HU1392251,1
2018HU0454308,1
2018HU0433510,1
2018HU0206876,1
2018GQ0029709,1
2018GQ0153100,1
2018HU0896588,1
2018HU0034163,1
2018HU0801920,1
2018HU1196724,1
2018GQ0002437,1
2018HU0616584,1
2018HU0361080,1
2018HU0509627,1
2018HU1038306,1
2018HU0060843,1
2018HU1213500,1
2018HU0446717,1
2018HU0203411,1
2018HU0480799,1
2018HU0635319,1
2018HU1149576,1
2018HU0488748,1
2018GQ0001421,1
2018HU0622756,1
2018HU1034883,1
2018HU1303328,1
2018HU0672423,1
2018HU0218117,1
2018HU0420205,1
2018HU1354834,1
2018HU0205801,1
2018GQ0008773,1
2018HU1339136,1
2018HU0658155,1
2018HU0845312,1
2018HU1023730,1
2018HU0060020,1
2018HU0738781,1
2018HU0408979,1
2018HU0757678,1
2018HU0682480,1
2018HU1313276,1
2018GQ0077009,1
2018HU0357549,1
2018HU0999035,1
2018HU0421533,1
2018HU1034883,1
2018HU0600737,1
2018GQ0009188,1
2018HU0361080,1
2018HU0409291,1
2018HU1113160,1
2018HU0146829,1
2018HU0117920,1
2018HU0074680,1
2018HU1274966,1
2018GQ0045475,1
2018HU0383327,1
2018HU1140685,1
2018HU0605155,1
2018HU0609564,1
2018HU1392283,1
2018HU0444572,1
2018HU0493547,1
2018HU1146489,1
2018HU1103119,1
2018HU0329688,1
2018HU1226058,1
2018GQ0076897,1
2018HU0973346,1
2018GQ0114206,1
2018HU1254984,1
2018HU0039272,1
2018HU0215300,1
2018HU0815906,1
2018HU0009065,1
2018HU1260619,1
2018HU0194341,1
2018HU0433392,1
2018HU0428043,1
2018HU0203795,1
2018GQ0139088,1
2018HU0509671,1
2018HU1182619,1
2018HU1298901,1
2018HU1087455,1
2018HU1030869,1
2018HU0005458,1
2018HU0134196,1
2018HU0541865,1
2018HU0374912,1
2018HU1226058,1
2018GQ0151422,1
2018HU1276711,1
2018HU0859071,1
2018HU0051285,1
2018HU0484900,1
2018HU1037104,1
2018HU0072819,1
2018HU0212023,1
2018HU1204694,1
2018HU1098336,1
2018HU1090650,1
2018HU0941374,1
2018HU0111651,1
2018HU0821541,1
2018HU0498622,1
2018HU0629639,1
2018HU0361297,1
2018HU1095481,1
2018HU1225729,1
2018HU1345014,1
2018HU0647303,1
2018HU0047070,1
2018HU0112401,1
2018HU0896327,1
2018HU0312935,1
2018GQ0008157,1
2018HU0229575,1
2018HU1133843,1
2018HU0105050,1
2018HU0745784,1
2018HU0584983,1
2018HU0781057,1
2018HU0935080,1
2018HU1248769,1
2018HU1222367,1
2018HU0682587,1
2018HU1298646,1
2018HU0874254,1
2018HU0931388,1
2018HU0085095,1
2018GQ0075858,1
2018HU0775242,1
2018HU1268000,1
2018HU0241782,1
2018HU0760531,1
2018HU0086762,1
2018HU1342238,1
2018HU0748507,1
2018HU0438294,1
2018GQ0118447,1
2018HU0591573,1
2018HU0036443,1
2018HU0392502,1
2018GQ0067856,1
2018HU1345292,1
2018HU0089004,1
2018HU1059273,1
2018HU0848752,1
2018HU0935303,1
2018HU0663510,1
2018HU0552727,1
2018HU0708769,1
2018HU0460043,1
2018HU1240741,1
2018HU0774160,1
2018HU0941171,1
2018HU0884829,1
2018HU0418829,1
2018HU1398388,1
2018HU0591100,1
2018HU0978409,1
2018HU1113615,1
2018HU0062115,1
2018HU0183443,1
2018HU0944127,1
2018GQ0103925,1
2018HU0674445,1
2018HU1108045,1
2018HU1159355,1
2018HU1284517,1
2018HU1263934,1
2018HU0680232,1
2018HU0523686,1
2018HU1167309,1
2018HU0369147,1
2018HU0753868,1
2018HU0480536,1
2018HU0457902,1
2018GQ0101257,1
2018HU0134196,1
2018HU1103119,1
2018HU0946175,1
2018HU0544539,1
2018HU0591971,1
2018HU0646089,1
2018HU0354814,1
2018HU0199157,1
2018HU0052983,1
2018HU0879782,1
2018HU0856564,1
2018HU1208565,1
2018HU0615431,1
2018HU0275961,1
2018HU0634526,1
2018HU0543284,1
2018HU0126763,1
2018HU1221424,1
2018HU0927204,1
2018HU0595337,1
2018HU1086885,1
2018HU0048037,1
2018HU0316328,1
2018HU0536859,1
2018HU1031860,1
2018HU0928109,1
2018HU0936047,1
2018HU0930910,1
2018HU1329698,1
2018HU1393859,1
2018HU0258184,1
2018HU1166987,1
2018HU0899967,1
2018HU1167903,1
2018HU0909176,1
2018HU0810713,1
2018HU0183814,1
2018GQ0019368,1
2018HU1096179,1
2018HU0227378,1
2018HU0048559,1
2018HU0748211,1
2018GQ0131843,1
2018HU0985167,1
2018HU0775952,1
2018HU0601515,1
2018HU1020604,1
2018HU0617287,1
2018HU0973719,1
2018HU0752869,1
2018HU0127892,1
2018HU1182300,1
2018HU0719757,1
2018HU1155567,1
2018HU0032302,1
2018HU1048533,1
2018HU1105020,1
2018HU1071720,1
2018HU0761340,1
2018HU0550551,1
2018HU0712035,1
2018HU0333574,1
2018HU0590750,1
2018HU0667433,1
2018HU1218730,1
2018HU0110223,1
2018HU0059051,1
2018HU0298854,1
2018GQ0084202,1
2018HU0584982,1
2018HU0940224,1
2018HU0930305,1
2018HU0787120,1
2018HU0880595,1
2018HU0441930,1
2018HU1228010,1
2018HU0492668,1
2018HU0623342,1
2018HU1394075,1
2018HU1100692,1
2018HU0486535,1
2018GQ0083615,1
2018HU0706611,1
2018HU1210338,1
2018HU1260590,1
2018HU0096374,1
2018HU0791325,1
2018HU0644321,1
2018HU1294596,1
2018HU1258288,1
2018HU0005810,1
2018HU0619212,1
2018HU0412073,1
2018HU0619658,1
2018HU1051181,1
2018HU0871702,1
2018HU0011662,1
2018HU0116928,1
2018GQ0132847,1
2018HU0505136,1
2018HU0091618,1
2018HU0102814,1
2018HU0408783,1
2018HU1199812,1
2018HU1011193,1
2018HU0905836,1
2018HU0526614,1
2018HU1397736,1
2018HU0799369,1
2018HU0935576,1
2018HU0738978,1
2018HU0832436,1
2018HU1367063,1
2018HU0316828,1
2018HU0509347,1
2018HU0756874,1
2018HU0565283,1
2018HU0179967,1
2018HU0652909,1
2018HU0998422,1
2018HU1248883,1
2018HU0499259,1
2018HU1060680,1
2018HU0151055,1
2018HU0161562,1
2018HU1115625,1
2018HU0171310,1
2018HU0546077,1
2018HU1141063,1
2018HU0494418,1
2018HU1138599,1
2018HU0730724,1
2018HU1093563,1
2018HU0726527,1
2018HU1068303,1
2018HU0296924,1
2018GQ0061113,1
2018HU1267244,1
2018HU0623342,1
2018HU0681374,1
2018HU1383045,1
2018HU0816174,1
2018HU1141963,1
2018HU0611832,1
2018GQ0004321,1
2018HU0763175,1
2018HU0600129,1
2018HU0831888,1
2018HU0211247,1
2018HU0546559,1
2018HU0734019,1
2018GQ0092763,1
2018HU1266699,1
2018HU0156412,1
2018HU0029645,1
2018HU0614921,1
2018HU0306342,1
2018HU0915874,1
2018HU0761555,1
2018HU1140685,1
2018HU1151851,1
2018HU0571702,1
